TransactionID,DateKey,AccountID,DepartmentID,CostCenterID,Amount,TransactionType,Description
596,20230928,4001,1,CC-200,117909.27,Revenue,Product Sales - Sales
597,20230907,4001,2,CC-300,118274.29,Revenue,Product Sales - Marketing
598,20230906,4001,9,CC-300,129068.59,Revenue,Product Sales - Sales - APAC
599,20230923,4001,10,CC-300,126315.29,Revenue,Product Sales - Sales - EMEA
600,20230926,4002,1,CC-300,66580.69,Revenue,Service Revenue - Sales
601,20230906,4002,2,CC-200,68980.28,Revenue,Service Revenue - Marketing
602,20230927,4002,9,CC-400,75946.55,Revenue,Service Revenue - Sales - APAC
603,20230903,4002,10,CC-300,71905.86,Revenue,Service Revenue - Sales - EMEA
604,20230906,4003,1,CC-100,45844.31,Revenue,Subscription Revenue - Sales
605,20230911,4003,2,CC-400,54077.89,Revenue,Subscription Revenue - Marketing
606,20230909,4003,9,CC-100,53427.82,Revenue,Subscription Revenue - Sales - APAC
607,20230925,4003,10,CC-400,45599.67,Revenue,Subscription Revenue - Sales - EMEA
608,20230910,4004,1,CC-300,29298.1,Revenue,Consulting Revenue - Sales
609,20230901,4004,2,CC-500,32279.25,Revenue,Consulting Revenue - Marketing
610,20230923,4004,9,CC-300,29246.68,Revenue,Consulting Revenue - Sales - APAC
611,20230915,4004,10,CC-100,29008.06,Revenue,Consulting Revenue - Sales - EMEA
612,20230922,4005,1,CC-400,23492.17,Revenue,License Revenue - Sales
613,20230923,4005,2,CC-300,24956.36,Revenue,License Revenue - Marketing
614,20230912,4005,9,CC-300,22075.29,Revenue,License Revenue - Sales - APAC
615,20230905,4005,10,CC-200,25795.04,Revenue,License Revenue - Sales - EMEA
616,20230924,4010,1,CC-400,3911.73,Revenue,Interest Income - Sales
617,20230914,4010,2,CC-300,4514.94,Revenue,Interest Income - Marketing
618,20230925,4010,9,CC-400,4176.04,Revenue,Interest Income - Sales - APAC
619,20230925,4010,10,CC-200,3981.82,Revenue,Interest Income - Sales - EMEA
620,20230923,5001,10,CC-500,90918.24,Expense,Cost of Goods Sold - Sales - EMEA
621,20230904,5001,2,CC-500,85024.26,Expense,Cost of Goods Sold - Marketing
622,20230905,5002,9,CC-500,41840.98,Expense,Direct Labor - Sales - APAC
623,20230915,5002,10,CC-500,41126.21,Expense,Direct Labor - Sales - EMEA
624,20230915,5003,4,CC-500,18818.47,Expense,Manufacturing Overhead - Finance
625,20230905,5003,8,CC-400,25278.23,Expense,Manufacturing Overhead - Research & Development
626,20230924,6001,7,CC-300,78796.11,Expense,Salaries & Wages - Customer Support
627,20230927,6001,8,CC-300,64696.65,Expense,Salaries & Wages - Research & Development
628,20230919,6001,1,CC-200,64096.5,Expense,Salaries & Wages - Sales
629,20230912,6001,5,CC-400,66336.94,Expense,Salaries & Wages - Human Resources
630,20230902,6002,2,CC-400,25382.17,Expense,Employee Benefits - Marketing
631,20230925,6002,9,CC-200,19440.27,Expense,Employee Benefits - Sales - APAC
632,20230912,6002,1,CC-400,18151.15,Expense,Employee Benefits - Sales
633,20230915,6002,8,CC-400,25439.28,Expense,Employee Benefits - Research & Development
634,20230904,6003,7,CC-300,19459.25,Expense,Rent & Facilities - Customer Support
635,20230913,6003,2,CC-500,15975.47,Expense,Rent & Facilities - Marketing
636,20230927,6003,3,CC-200,18544.85,Expense,Rent & Facilities - Engineering
637,20230914,6004,1,CC-500,5911.21,Expense,Utilities - Sales
638,20230908,6004,5,CC-200,6076.64,Expense,Utilities - Human Resources
639,20230902,6005,6,CC-100,21884.8,Expense,Marketing & Advertising - Operations
640,20230920,6005,3,CC-400,28094.78,Expense,Marketing & Advertising - Engineering
641,20230908,6005,5,CC-100,27660.53,Expense,Marketing & Advertising - Human Resources
642,20230920,6006,2,CC-400,12969.72,Expense,Travel & Entertainment - Marketing
643,20230908,6006,10,CC-100,13360.12,Expense,Travel & Entertainment - Sales - EMEA
644,20230905,6007,1,CC-100,8889.16,Expense,Professional Services - Sales
645,20230908,6007,7,CC-300,8763.64,Expense,Professional Services - Customer Support
646,20230911,6007,8,CC-500,9855.25,Expense,Professional Services - Research & Development
647,20230908,6007,2,CC-300,9021.16,Expense,Professional Services - Marketing
648,20230902,6008,3,CC-300,14481.36,Expense,Software & Technology - Engineering
649,20230924,6008,9,CC-500,15340.31,Expense,Software & Technology - Sales - APAC
650,20230918,6008,4,CC-400,17469.47,Expense,Software & Technology - Finance
651,20230923,6009,1,CC-300,8171.69,Expense,Depreciation - Sales
652,20230910,6009,6,CC-200,7087.89,Expense,Depreciation - Operations
653,20230916,6009,7,CC-500,6970.95,Expense,Depreciation - Customer Support
654,20230926,6010,4,CC-200,10287.15,Expense,Insurance - Finance
655,20230918,6010,5,CC-100,8866.89,Expense,Insurance - Human Resources
656,20230907,6011,7,CC-300,2547.65,Expense,Office Supplies - Customer Support
657,20230915,6011,9,CC-100,2485.61,Expense,Office Supplies - Sales - APAC
658,20230918,6011,3,CC-100,3036.94,Expense,Office Supplies - Engineering
659,20230902,6012,4,CC-500,4010.51,Expense,Training & Development - Finance
660,20230926,6012,1,CC-200,4310.43,Expense,Training & Development - Sales
661,20230907,6012,5,CC-500,4142.54,Expense,Training & Development - Human Resources
662,20230910,6012,10,CC-300,3719.09,Expense,Training & Development - Sales - EMEA
663,20230924,7001,4,CC-100,38507.01,Expense,Income Tax - Finance
664,20230908,7001,10,CC-400,38994.44,Expense,Income Tax - Sales - EMEA
665,20231013,4001,1,CC-200,131012.63,Revenue,Product Sales - Sales
666,20231011,4001,2,CC-500,139161.57,Revenue,Product Sales - Marketing
667,20231015,4001,9,CC-400,133978.45,Revenue,Product Sales - Sales - APAC
668,20231010,4001,10,CC-300,124999.26,Revenue,Product Sales - Sales - EMEA
669,20231016,4002,1,CC-500,71492.07,Revenue,Service Revenue - Sales
670,20231025,4002,2,CC-400,76214.69,Revenue,Service Revenue - Marketing
671,20231012,4002,9,CC-200,84847.79,Revenue,Service Revenue - Sales - APAC
672,20231019,4002,10,CC-100,72678.5,Revenue,Service Revenue - Sales - EMEA
673,20231001,4003,1,CC-200,54906.66,Revenue,Subscription Revenue - Sales
674,20231019,4003,2,CC-500,45947.5,Revenue,Subscription Revenue - Marketing
675,20231005,4003,9,CC-300,52767.18,Revenue,Subscription Revenue - Sales - APAC
676,20231013,4003,10,CC-200,44988.45,Revenue,Subscription Revenue - Sales - EMEA
677,20231016,4004,1,CC-200,33690.92,Revenue,Consulting Revenue - Sales
678,20231009,4004,2,CC-300,33501.36,Revenue,Consulting Revenue - Marketing
679,20231024,4004,9,CC-400,35607.27,Revenue,Consulting Revenue - Sales - APAC
680,20231015,4004,10,CC-400,34402.78,Revenue,Consulting Revenue - Sales - EMEA
681,20231006,4005,1,CC-300,23524.78,Revenue,License Revenue - Sales
682,20231016,4005,2,CC-500,23303.17,Revenue,License Revenue - Marketing
683,20231021,4005,9,CC-500,23648.72,Revenue,License Revenue - Sales - APAC
684,20231002,4005,10,CC-500,29708.59,Revenue,License Revenue - Sales - EMEA
685,20231027,4010,1,CC-100,4544.6,Revenue,Interest Income - Sales
686,20231014,4010,2,CC-100,4333.17,Revenue,Interest Income - Marketing
687,20231003,4010,9,CC-200,3676.4,Revenue,Interest Income - Sales - APAC
688,20231007,4010,10,CC-100,4381.37,Revenue,Interest Income - Sales - EMEA
689,20231016,5001,8,CC-500,47479.11,Expense,Cost of Goods Sold - Research & Development
690,20231001,5001,6,CC-100,47867.12,Expense,Cost of Goods Sold - Operations
691,20231001,5001,1,CC-400,45579.82,Expense,Cost of Goods Sold - Sales
692,20231018,5001,5,CC-300,36301.07,Expense,Cost of Goods Sold - Human Resources
693,20231004,5002,1,CC-200,35544.79,Expense,Direct Labor - Sales
694,20231005,5002,9,CC-500,36961.95,Expense,Direct Labor - Sales - APAC
695,20231017,5002,7,CC-500,28385.61,Expense,Direct Labor - Customer Support
696,20231015,5003,6,CC-400,12474.12,Expense,Manufacturing Overhead - Operations
697,20231010,5003,5,CC-200,15390.01,Expense,Manufacturing Overhead - Human Resources
698,20231021,5003,7,CC-100,16104.25,Expense,Manufacturing Overhead - Customer Support
699,20231002,6001,1,CC-400,76069.43,Expense,Salaries & Wages - Sales
700,20231003,6001,2,CC-200,84375.94,Expense,Salaries & Wages - Marketing
701,20231021,6001,7,CC-400,79995.47,Expense,Salaries & Wages - Customer Support
702,20231028,6001,4,CC-500,89100.04,Expense,Salaries & Wages - Finance
703,20231016,6002,9,CC-500,37906.03,Expense,Employee Benefits - Sales - APAC
704,20231022,6002,1,CC-100,38608.62,Expense,Employee Benefits - Sales
705,20231001,6003,9,CC-300,21477.62,Expense,Rent & Facilities - Sales - APAC
706,20231005,6003,1,CC-500,21717.44,Expense,Rent & Facilities - Sales
707,20231003,6003,3,CC-400,20183.2,Expense,Rent & Facilities - Engineering
708,20231011,6004,3,CC-500,4283.26,Expense,Utilities - Engineering
709,20231026,6004,4,CC-200,3814.15,Expense,Utilities - Finance
710,20231017,6004,7,CC-100,4781.56,Expense,Utilities - Customer Support
711,20231011,6005,6,CC-100,16741.08,Expense,Marketing & Advertising - Operations
712,20231020,6005,1,CC-500,19538.77,Expense,Marketing & Advertising - Sales
713,20231001,6005,2,CC-300,17975.27,Expense,Marketing & Advertising - Marketing
714,20231016,6005,4,CC-400,19755.92,Expense,Marketing & Advertising - Finance
715,20231006,6006,6,CC-400,14705.71,Expense,Travel & Entertainment - Operations
716,20231003,6006,9,CC-400,13398.47,Expense,Travel & Entertainment - Sales - APAC
717,20231023,6007,5,CC-400,7937.9,Expense,Professional Services - Human Resources
718,20231024,6007,4,CC-200,9743.62,Expense,Professional Services - Finance
719,20231004,6007,2,CC-300,8363.68,Expense,Professional Services - Marketing
720,20231015,6007,1,CC-300,7320.32,Expense,Professional Services - Sales
721,20231015,6008,5,CC-400,12523.78,Expense,Software & Technology - Human Resources
722,20231014,6008,2,CC-500,15341.91,Expense,Software & Technology - Marketing
723,20231012,6008,3,CC-100,12619.76,Expense,Software & Technology - Engineering
724,20231025,6009,2,CC-400,5042.06,Expense,Depreciation - Marketing
725,20231008,6009,6,CC-500,4586.34,Expense,Depreciation - Operations
726,20231022,6009,7,CC-200,5658.31,Expense,Depreciation - Customer Support
727,20231009,6009,1,CC-200,5237.61,Expense,Depreciation - Sales
728,20231009,6010,5,CC-400,4951.84,Expense,Insurance - Human Resources
729,20231026,6010,8,CC-400,5810.65,Expense,Insurance - Research & Development
730,20231008,6010,3,CC-300,4984.61,Expense,Insurance - Engineering
731,20231013,6011,8,CC-100,1708.39,Expense,Office Supplies - Research & Development
732,20231013,6011,4,CC-500,1865.77,Expense,Office Supplies - Finance
733,20231015,6011,10,CC-300,2243.26,Expense,Office Supplies - Sales - EMEA
734,20231005,6011,1,CC-500,1867.79,Expense,Office Supplies - Sales
735,20231011,6012,6,CC-400,4628.37,Expense,Training & Development - Operations
736,20231019,6012,4,CC-400,4582.9,Expense,Training & Development - Finance
737,20231013,6012,8,CC-300,5563.95,Expense,Training & Development - Research & Development
738,20231019,7001,7,CC-200,25411.25,Expense,Income Tax - Customer Support
739,20231022,7001,6,CC-200,25976.3,Expense,Income Tax - Operations
740,20231024,7001,2,CC-100,23986.02,Expense,Income Tax - Marketing
741,20231115,4001,1,CC-200,133445.7,Revenue,Product Sales - Sales
742,20231127,4001,2,CC-100,147056.26,Revenue,Product Sales - Marketing
743,20231122,4001,9,CC-400,149085.41,Revenue,Product Sales - Sales - APAC
744,20231108,4001,10,CC-300,134971.78,Revenue,Product Sales - Sales - EMEA
745,20231123,4002,1,CC-200,77767.58,Revenue,Service Revenue - Sales
746,20231103,4002,2,CC-400,82062.82,Revenue,Service Revenue - Marketing
747,20231116,4002,9,CC-500,82716.48,Revenue,Service Revenue - Sales - APAC
748,20231117,4002,10,CC-500,86072.55,Revenue,Service Revenue - Sales - EMEA
749,20231118,4003,1,CC-400,60860.63,Revenue,Subscription Revenue - Sales
750,20231123,4003,2,CC-300,46495.6,Revenue,Subscription Revenue - Marketing
751,20231120,4003,9,CC-500,60407.12,Revenue,Subscription Revenue - Sales - APAC
752,20231104,4003,10,CC-100,56238.52,Revenue,Subscription Revenue - Sales - EMEA
753,20231106,4004,1,CC-300,38904.7,Revenue,Consulting Revenue - Sales
754,20231119,4004,2,CC-100,37587.6,Revenue,Consulting Revenue - Marketing
755,20231125,4004,9,CC-400,41222.97,Revenue,Consulting Revenue - Sales - APAC
756,20231104,4004,10,CC-400,34181.24,Revenue,Consulting Revenue - Sales - EMEA
757,20231108,4005,1,CC-300,24315.18,Revenue,License Revenue - Sales
758,20231118,4005,2,CC-500,28591.28,Revenue,License Revenue - Marketing
759,20231108,4005,9,CC-500,29188.43,Revenue,License Revenue - Sales - APAC
760,20231115,4005,10,CC-400,28036.41,Revenue,License Revenue - Sales - EMEA
761,20231123,4010,1,CC-500,4867.66,Revenue,Interest Income - Sales
762,20231101,4010,2,CC-300,4500.63,Revenue,Interest Income - Marketing
763,20231114,4010,9,CC-300,4476.74,Revenue,Interest Income - Sales - APAC
764,20231104,4010,10,CC-100,5067.74,Revenue,Interest Income - Sales - EMEA
765,20231117,5001,3,CC-200,44195.99,Expense,Cost of Goods Sold - Engineering
766,20231104,5001,6,CC-400,44692.67,Expense,Cost of Goods Sold - Operations
767,20231111,5001,5,CC-400,43886.99,Expense,Cost of Goods Sold - Human Resources
768,20231126,5001,10,CC-100,37209.14,Expense,Cost of Goods Sold - Sales - EMEA
769,20231124,5002,2,CC-200,20038.95,Expense,Direct Labor - Marketing
770,20231118,5002,1,CC-200,21317.17,Expense,Direct Labor - Sales
771,20231114,5002,6,CC-500,20521.29,Expense,Direct Labor - Operations
772,20231126,5002,8,CC-200,28105.39,Expense,Direct Labor - Research & Development
773,20231107,5003,3,CC-500,14373.49,Expense,Manufacturing Overhead - Engineering
774,20231113,5003,10,CC-400,14697.45,Expense,Manufacturing Overhead - Sales - EMEA
775,20231107,5003,7,CC-200,12026.7,Expense,Manufacturing Overhead - Customer Support
776,20231115,6001,2,CC-200,100940.5,Expense,Salaries & Wages - Marketing
777,20231117,6001,10,CC-400,90195.41,Expense,Salaries & Wages - Sales - EMEA
778,20231120,6001,3,CC-300,126545.77,Expense,Salaries & Wages - Engineering
779,20231120,6002,10,CC-400,26609.81,Expense,Employee Benefits - Sales - EMEA
780,20231120,6002,7,CC-300,24621.98,Expense,Employee Benefits - Customer Support
781,20231111,6002,2,CC-200,29355.24,Expense,Employee Benefits - Marketing
782,20231123,6003,4,CC-300,23286.44,Expense,Rent & Facilities - Finance
783,20231114,6003,5,CC-400,23554.94,Expense,Rent & Facilities - Human Resources
784,20231123,6004,3,CC-500,2984.0,Expense,Utilities - Engineering
785,20231118,6004,7,CC-200,3502.99,Expense,Utilities - Customer Support
786,20231105,6004,9,CC-300,2600.24,Expense,Utilities - Sales - APAC
787,20231120,6004,2,CC-400,2624.52,Expense,Utilities - Marketing
788,20231127,6005,6,CC-200,37269.13,Expense,Marketing & Advertising - Operations
789,20231117,6005,1,CC-500,35759.16,Expense,Marketing & Advertising - Sales
790,20231116,6006,8,CC-400,6775.36,Expense,Travel & Entertainment - Research & Development
791,20231101,6006,7,CC-500,5418.13,Expense,Travel & Entertainment - Customer Support
792,20231110,6006,10,CC-200,6989.7,Expense,Travel & Entertainment - Sales - EMEA
793,20231118,6006,4,CC-200,5081.74,Expense,Travel & Entertainment - Finance
794,20231119,6007,3,CC-100,11898.72,Expense,Professional Services - Engineering
795,20231127,6007,8,CC-500,9866.3,Expense,Professional Services - Research & Development
796,20231127,6007,9,CC-500,13957.5,Expense,Professional Services - Sales - APAC
797,20231104,6008,8,CC-400,19966.88,Expense,Software & Technology - Research & Development
798,20231110,6008,9,CC-200,24623.9,Expense,Software & Technology - Sales - APAC
799,20231115,6009,8,CC-100,10333.74,Expense,Depreciation - Research & Development
800,20231125,6009,5,CC-100,12607.28,Expense,Depreciation - Human Resources
801,20231121,6010,4,CC-500,10299.78,Expense,Insurance - Finance
802,20231105,6010,6,CC-500,8741.4,Expense,Insurance - Operations
803,20231109,6011,4,CC-500,4112.12,Expense,Office Supplies - Finance
804,20231111,6011,1,CC-200,4154.97,Expense,Office Supplies - Sales
805,20231105,6012,5,CC-100,3771.62,Expense,Training & Development - Human Resources
806,20231102,6012,10,CC-400,4444.16,Expense,Training & Development - Sales - EMEA
807,20231123,6012,9,CC-200,4488.73,Expense,Training & Development - Sales - APAC
808,20231105,6012,7,CC-200,4299.12,Expense,Training & Development - Customer Support
809,20231121,7001,6,CC-300,13924.12,Expense,Income Tax - Operations
810,20231103,7001,4,CC-400,15692.46,Expense,Income Tax - Finance
811,20231113,7001,7,CC-100,17118.58,Expense,Income Tax - Customer Support
812,20231123,7001,9,CC-300,16351.49,Expense,Income Tax - Sales - APAC
813,20231215,4001,1,CC-300,165394.25,Revenue,Product Sales - Sales
814,20231219,4001,2,CC-300,166004.9,Revenue,Product Sales - Marketing
815,20231224,4001,9,CC-100,124421.01,Revenue,Product Sales - Sales - APAC
816,20231228,4001,10,CC-300,166965.59,Revenue,Product Sales - Sales - EMEA
817,20231213,4002,1,CC-500,79078.93,Revenue,Service Revenue - Sales
818,20231227,4002,2,CC-400,83296.76,Revenue,Service Revenue - Marketing
819,20231211,4002,9,CC-300,83133.55,Revenue,Service Revenue - Sales - APAC
820,20231218,4002,10,CC-300,99963.78,Revenue,Service Revenue - Sales - EMEA
821,20231228,4003,1,CC-500,59867.74,Revenue,Subscription Revenue - Sales
822,20231222,4003,2,CC-300,58242.68,Revenue,Subscription Revenue - Marketing
823,20231204,4003,9,CC-100,63102.56,Revenue,Subscription Revenue - Sales - APAC
824,20231201,4003,10,CC-400,60714.45,Revenue,Subscription Revenue - Sales - EMEA
825,20231215,4004,1,CC-200,34603.57,Revenue,Consulting Revenue - Sales
826,20231207,4004,2,CC-400,38491.26,Revenue,Consulting Revenue - Marketing
827,20231221,4004,9,CC-200,44799.62,Revenue,Consulting Revenue - Sales - APAC
828,20231203,4004,10,CC-300,36681.83,Revenue,Consulting Revenue - Sales - EMEA
829,20231203,4005,1,CC-300,32306.87,Revenue,License Revenue - Sales
830,20231202,4005,2,CC-200,29687.95,Revenue,License Revenue - Marketing
831,20231224,4005,9,CC-300,29914.86,Revenue,License Revenue - Sales - APAC
832,20231214,4005,10,CC-200,32722.33,Revenue,License Revenue - Sales - EMEA
833,20231201,4010,1,CC-100,5102.4,Revenue,Interest Income - Sales
834,20231205,4010,2,CC-100,4455.88,Revenue,Interest Income - Marketing
835,20231222,4010,9,CC-500,5012.01,Revenue,Interest Income - Sales - APAC
836,20231223,4010,10,CC-100,4794.66,Revenue,Interest Income - Sales - EMEA
837,20231213,5001,2,CC-200,59464.81,Expense,Cost of Goods Sold - Marketing
838,20231204,5001,7,CC-100,50143.95,Expense,Cost of Goods Sold - Customer Support
839,20231205,5001,3,CC-300,55520.44,Expense,Cost of Goods Sold - Engineering
840,20231220,5002,3,CC-100,32053.1,Expense,Direct Labor - Engineering
841,20231212,5002,10,CC-400,33566.92,Expense,Direct Labor - Sales - EMEA
842,20231214,5002,2,CC-200,34484.14,Expense,Direct Labor - Marketing
843,20231219,5003,8,CC-100,9630.06,Expense,Manufacturing Overhead - Research & Development
844,20231214,5003,4,CC-300,12285.04,Expense,Manufacturing Overhead - Finance
845,20231208,5003,2,CC-200,10415.27,Expense,Manufacturing Overhead - Marketing
846,20231208,5003,1,CC-100,10246.35,Expense,Manufacturing Overhead - Sales
847,20231207,6001,10,CC-300,91106.24,Expense,Salaries & Wages - Sales - EMEA
848,20231207,6001,5,CC-500,80567.97,Expense,Salaries & Wages - Human Resources
849,20231221,6001,1,CC-300,87931.0,Expense,Salaries & Wages - Sales
850,20231216,6001,7,CC-200,65746.21,Expense,Salaries & Wages - Customer Support
851,20231217,6002,2,CC-100,29898.27,Expense,Employee Benefits - Marketing
852,20231212,6002,4,CC-100,32738.88,Expense,Employee Benefits - Finance
853,20231213,6002,8,CC-200,33251.14,Expense,Employee Benefits - Research & Development
854,20231201,6003,7,CC-100,13590.58,Expense,Rent & Facilities - Customer Support
855,20231209,6003,6,CC-100,14230.5,Expense,Rent & Facilities - Operations
856,20231226,6003,3,CC-100,12186.59,Expense,Rent & Facilities - Engineering
857,20231221,6003,10,CC-300,13188.86,Expense,Rent & Facilities - Sales - EMEA
858,20231218,6004,9,CC-500,2882.73,Expense,Utilities - Sales - APAC
859,20231203,6004,7,CC-300,3139.26,Expense,Utilities - Customer Support
860,20231207,6004,10,CC-500,2771.89,Expense,Utilities - Sales - EMEA
861,20231218,6004,6,CC-200,3569.18,Expense,Utilities - Operations
862,20231202,6005,7,CC-200,26986.76,Expense,Marketing & Advertising - Customer Support
863,20231204,6005,2,CC-400,22444.8,Expense,Marketing & Advertising - Marketing
864,20231202,6005,5,CC-500,24533.72,Expense,Marketing & Advertising - Human Resources
865,20231206,6006,3,CC-100,9026.34,Expense,Travel & Entertainment - Engineering
866,20231217,6006,2,CC-300,8321.38,Expense,Travel & Entertainment - Marketing
867,20231206,6006,1,CC-300,8390.74,Expense,Travel & Entertainment - Sales
868,20231211,6007,3,CC-100,12933.34,Expense,Professional Services - Engineering
869,20231217,6007,5,CC-300,13099.84,Expense,Professional Services - Human Resources
870,20231221,6007,2,CC-500,9631.4,Expense,Professional Services - Marketing
871,20231216,6008,8,CC-100,22597.04,Expense,Software & Technology - Research & Development
872,20231212,6008,10,CC-200,25734.24,Expense,Software & Technology - Sales - EMEA
873,20231208,6009,5,CC-100,12734.78,Expense,Depreciation - Human Resources
874,20231202,6009,2,CC-100,12059.43,Expense,Depreciation - Marketing
875,20231205,6010,4,CC-400,8898.35,Expense,Insurance - Finance
876,20231218,6010,1,CC-100,7844.26,Expense,Insurance - Sales
877,20231209,6011,7,CC-300,1933.01,Expense,Office Supplies - Customer Support
878,20231212,6011,4,CC-500,2260.8,Expense,Office Supplies - Finance
879,20231206,6011,6,CC-100,1695.52,Expense,Office Supplies - Operations
880,20231202,6011,2,CC-500,1778.55,Expense,Office Supplies - Marketing
881,20231211,6012,2,CC-300,5547.05,Expense,Training & Development - Marketing
882,20231201,6012,8,CC-400,4172.77,Expense,Training & Development - Research & Development
883,20231219,6012,5,CC-300,4737.84,Expense,Training & Development - Human Resources
884,20231225,7001,10,CC-400,20525.04,Expense,Income Tax - Sales - EMEA
885,20231225,7001,4,CC-500,24057.68,Expense,Income Tax - Finance
886,20231201,7001,8,CC-200,24231.77,Expense,Income Tax - Research & Development
887,20240108,4001,1,CC-100,124233.81,Revenue,Product Sales - Sales
888,20240111,4001,2,CC-100,111339.35,Revenue,Product Sales - Marketing
889,20240128,4001,9,CC-400,93521.67,Revenue,Product Sales - Sales - APAC
890,20240104,4001,10,CC-300,117823.25,Revenue,Product Sales - Sales - EMEA
891,20240114,4002,1,CC-200,62373.38,Revenue,Service Revenue - Sales
892,20240105,4002,2,CC-100,68261.37,Revenue,Service Revenue - Marketing
893,20240102,4002,9,CC-100,72769.7,Revenue,Service Revenue - Sales - APAC
894,20240114,4002,10,CC-500,77072.71,Revenue,Service Revenue - Sales - EMEA
895,20240115,4003,1,CC-300,46637.93,Revenue,Subscription Revenue - Sales
896,20240119,4003,2,CC-100,50249.84,Revenue,Subscription Revenue - Marketing
897,20240121,4003,9,CC-200,38650.63,Revenue,Subscription Revenue - Sales - APAC
898,20240119,4003,10,CC-100,48209.81,Revenue,Subscription Revenue - Sales - EMEA
899,20240122,4004,1,CC-400,29921.65,Revenue,Consulting Revenue - Sales
900,20240110,4004,2,CC-200,33408.96,Revenue,Consulting Revenue - Marketing
901,20240126,4004,9,CC-300,27222.32,Revenue,Consulting Revenue - Sales - APAC
902,20240111,4004,10,CC-300,28383.25,Revenue,Consulting Revenue - Sales - EMEA
903,20240103,4005,1,CC-200,22886.6,Revenue,License Revenue - Sales
904,20240125,4005,2,CC-200,26304.84,Revenue,License Revenue - Marketing
905,20240105,4005,9,CC-100,25097.11,Revenue,License Revenue - Sales - APAC
906,20240115,4005,10,CC-400,20469.15,Revenue,License Revenue - Sales - EMEA
907,20240118,4010,1,CC-100,3461.12,Revenue,Interest Income - Sales
908,20240115,4010,2,CC-200,3509.79,Revenue,Interest Income - Marketing
909,20240128,4010,9,CC-300,3454.82,Revenue,Interest Income - Sales - APAC
910,20240126,4010,10,CC-200,3247.65,Revenue,Interest Income - Sales - EMEA
911,20240103,5001,5,CC-200,56560.15,Expense,Cost of Goods Sold - Human Resources
912,20240113,5001,1,CC-300,53680.92,Expense,Cost of Goods Sold - Sales
913,20240109,5001,4,CC-300,49766.5,Expense,Cost of Goods Sold - Finance
914,20240101,5001,7,CC-200,55837.77,Expense,Cost of Goods Sold - Customer Support
915,20240126,5002,8,CC-100,29186.51,Expense,Direct Labor - Research & Development
916,20240101,5002,9,CC-100,38927.08,Expense,Direct Labor - Sales - APAC
917,20240105,5002,4,CC-200,28725.92,Expense,Direct Labor - Finance
918,20240119,5003,7,CC-100,26594.22,Expense,Manufacturing Overhead - Customer Support
919,20240101,5003,6,CC-100,25602.58,Expense,Manufacturing Overhead - Operations
920,20240128,6001,4,CC-100,197774.63,Expense,Salaries & Wages - Finance
921,20240104,6001,8,CC-300,199186.67,Expense,Salaries & Wages - Research & Development
922,20240114,6002,8,CC-500,40541.4,Expense,Employee Benefits - Research & Development
923,20240116,6002,1,CC-400,52765.52,Expense,Employee Benefits - Sales
924,20240106,6003,7,CC-200,26290.97,Expense,Rent & Facilities - Customer Support
925,20240105,6003,10,CC-400,27527.28,Expense,Rent & Facilities - Sales - EMEA
926,20240114,6004,10,CC-400,6988.81,Expense,Utilities - Sales - EMEA
927,20240102,6004,4,CC-400,7610.54,Expense,Utilities - Finance
928,20240121,6005,5,CC-200,35264.39,Expense,Marketing & Advertising - Human Resources
929,20240108,6005,7,CC-500,47596.77,Expense,Marketing & Advertising - Customer Support
930,20240118,6006,9,CC-400,7461.77,Expense,Travel & Entertainment - Sales - APAC
931,20240119,6006,1,CC-300,7648.95,Expense,Travel & Entertainment - Sales
932,20240109,6006,7,CC-400,6881.58,Expense,Travel & Entertainment - Customer Support
933,20240120,6006,8,CC-300,5994.49,Expense,Travel & Entertainment - Research & Development
934,20240117,6007,1,CC-400,15851.15,Expense,Professional Services - Sales
935,20240108,6007,5,CC-500,18152.23,Expense,Professional Services - Human Resources
936,20240118,6008,2,CC-300,26302.96,Expense,Software & Technology - Marketing
937,20240125,6008,4,CC-100,27881.22,Expense,Software & Technology - Finance
938,20240106,6009,10,CC-200,11397.25,Expense,Depreciation - Sales - EMEA
939,20240126,6009,7,CC-300,10824.91,Expense,Depreciation - Customer Support
940,20240107,6010,6,CC-500,5075.94,Expense,Insurance - Operations
941,20240118,6010,1,CC-400,5616.66,Expense,Insurance - Sales
942,20240102,6010,10,CC-400,4571.93,Expense,Insurance - Sales - EMEA
943,20240120,6010,5,CC-200,4138.71,Expense,Insurance - Human Resources
944,20240120,6011,1,CC-300,4361.26,Expense,Office Supplies - Sales
945,20240111,6011,9,CC-200,3874.58,Expense,Office Supplies - Sales - APAC
946,20240125,6012,3,CC-200,3543.72,Expense,Training & Development - Engineering
947,20240128,6012,6,CC-500,3483.02,Expense,Training & Development - Operations
948,20240112,6012,1,CC-100,3902.07,Expense,Training & Development - Sales
949,20240119,6012,8,CC-400,4462.49,Expense,Training & Development - Research & Development
950,20240124,7001,6,CC-200,33213.23,Expense,Income Tax - Operations
951,20240121,7001,5,CC-400,42166.32,Expense,Income Tax - Human Resources
952,20240223,4001,1,CC-500,107609.31,Revenue,Product Sales - Sales
953,20240226,4001,2,CC-500,127156.8,Revenue,Product Sales - Marketing
954,20240227,4001,9,CC-500,108959.88,Revenue,Product Sales - Sales - APAC
955,20240224,4001,10,CC-300,102761.63,Revenue,Product Sales - Sales - EMEA
